,Date,State,UR,StateName
2193,1979-08-01,UT,4.5,utah
2194,1979-08-01,VT,5.0,vermont
2195,1979-08-01,VA,4.6,virginia
2196,1979-08-01,WA,6.5,washington
2197,1979-08-01,WV,7.1,west virginia
2198,1979-08-01,WI,4.5,wisconsin
2199,1979-08-01,WY,2.8,wyoming
2200,1979-09-01,AL,7.2,alabama
2201,1979-09-01,AK,9.2,alaska
2202,1979-09-01,AZ,4.8,arizona
2203,1979-09-01,AR,6.1,arkansas
2204,1979-09-01,CA,6.2,california
2205,1979-09-01,CO,4.7,colorado
2206,1979-09-01,CT,5.0,connecticut
2207,1979-09-01,DE,7.2,delaware
2208,1979-09-01,FL,5.8,florida
2209,1979-09-01,GA,4.9,georgia
2210,1979-09-01,HI,5.8,hawaii
2211,1979-09-01,ID,5.7,idaho
2212,1979-09-01,IL,5.5,illinois
2213,1979-09-01,IN,7.1,indiana
2214,1979-09-01,IA,4.3,iowa
2215,1979-09-01,KS,3.3,kansas
2216,1979-09-01,KY,5.7,kentucky
2217,1979-09-01,LA,7.1,louisiana
2218,1979-09-01,ME,6.9,maine
2219,1979-09-01,MD,5.8,maryland
2220,1979-09-01,MA,5.3,massachusetts
2221,1979-09-01,MI,8.2,michigan
2222,1979-09-01,MN,4.4,minnesota
2223,1979-09-01,MS,5.8,mississippi
2224,1979-09-01,MO,5.2,missouri
2225,1979-09-01,MT,5.2,montana
2226,1979-09-01,NE,3.2,nebraska
2227,1979-09-01,NV,5.0,nevada
2228,1979-09-01,NH,3.3,new hampshire
2229,1979-09-01,NJ,7.0,new jersey
2230,1979-09-01,NM,6.4,new mexico
2231,1979-09-01,NY,7.3,new york
2232,1979-09-01,NC,4.8,north carolina
2233,1979-09-01,ND,3.8,north dakota
2234,1979-09-01,OH,6.0,ohio
2235,1979-09-01,OK,3.4,oklahoma
2236,1979-09-01,OR,6.6,oregon
2237,1979-09-01,PA,6.9,pennsylvania
2238,1979-09-01,RI,6.5,rhode island
2239,1979-09-01,SC,4.9,south carolina
2240,1979-09-01,SD,3.3,south dakota
2241,1979-09-01,TN,6.0,tennessee
2242,1979-09-01,TX,4.3,texas
2243,1979-09-01,UT,4.5,utah
2244,1979-09-01,VT,5.1,vermont
2245,1979-09-01,VA,4.6,virginia
2246,1979-09-01,WA,6.5,washington
2247,1979-09-01,WV,7.3,west virginia
2248,1979-09-01,WI,4.5,wisconsin
2249,1979-09-01,WY,2.9,wyoming
2250,1979-10-01,AL,7.2,alabama
2251,1979-10-01,AK,9.2,alaska
2252,1979-10-01,AZ,4.9,arizona
2253,1979-10-01,AR,6.1,arkansas
2254,1979-10-01,CA,6.2,california
2255,1979-10-01,CO,4.8,colorado
2256,1979-10-01,CT,5.0,connecticut
2257,1979-10-01,DE,7.2,delaware
2258,1979-10-01,FL,5.7,florida
2259,1979-10-01,GA,5.0,georgia
2260,1979-10-01,HI,5.7,hawaii
2261,1979-10-01,ID,5.8,idaho
2262,1979-10-01,IL,5.8,illinois
2263,1979-10-01,IN,7.4,indiana
2264,1979-10-01,IA,4.4,iowa
2265,1979-10-01,KS,3.3,kansas
2266,1979-10-01,KY,5.7,kentucky
2267,1979-10-01,LA,7.1,louisiana
2268,1979-10-01,ME,6.9,maine
2269,1979-10-01,MD,5.7,maryland
2270,1979-10-01,MA,5.3,massachusetts
2271,1979-10-01,MI,8.5,michigan
2272,1979-10-01,MN,4.5,minnesota
2273,1979-10-01,MS,6.0,mississippi
2274,1979-10-01,MO,5.3,missouri
2275,1979-10-01,MT,5.2,montana
2276,1979-10-01,NE,3.2,nebraska
2277,1979-10-01,NV,4.9,nevada
2278,1979-10-01,NH,3.4,new hampshire
2279,1979-10-01,NJ,6.9,new jersey
2280,1979-10-01,NM,6.5,new mexico
2281,1979-10-01,NY,7.3,new york
2282,1979-10-01,NC,4.9,north carolina
2283,1979-10-01,ND,3.8,north dakota
2284,1979-10-01,OH,6.0,ohio
2285,1979-10-01,OK,3.3,oklahoma
2286,1979-10-01,OR,6.5,oregon
2287,1979-10-01,PA,7.0,pennsylvania
2288,1979-10-01,RI,6.5,rhode island
2289,1979-10-01,SC,5.1,south carolina
2290,1979-10-01,SD,3.4,south dakota
2291,1979-10-01,TN,6.0,tennessee
2292,1979-10-01,TX,4.3,texas
2293,1979-10-01,UT,4.6,utah
2294,1979-10-01,VT,5.2,vermont
2295,1979-10-01,VA,4.6,virginia
2296,1979-10-01,WA,6.6,washington
2297,1979-10-01,WV,7.4,west virginia
2298,1979-10-01,WI,4.6,wisconsin
2299,1979-10-01,WY,3.0,wyoming
2300,1979-11-01,AL,7.2,alabama
2301,1979-11-01,AK,9.1,alaska
2302,1979-11-01,AZ,5.1,arizona
2303,1979-11-01,AR,6.1,arkansas
2304,1979-11-01,CA,6.2,california
2305,1979-11-01,CO,4.7,colorado
2306,1979-11-01,CT,5.0,connecticut
2307,1979-11-01,DE,7.2,delaware
2308,1979-11-01,FL,5.6,florida
2309,1979-11-01,GA,5.0,georgia
2310,1979-11-01,HI,5.5,hawaii
2311,1979-11-01,ID,6.0,idaho
2312,1979-11-01,IL,6.0,illinois
2313,1979-11-01,IN,7.6,indiana
2314,1979-11-01,IA,4.5,iowa
2315,1979-11-01,KS,3.4,kansas
2316,1979-11-01,KY,5.8,kentucky
2317,1979-11-01,LA,7.0,louisiana
2318,1979-11-01,ME,6.9,maine
2319,1979-11-01,MD,5.7,maryland
2320,1979-11-01,MA,5.3,massachusetts
2321,1979-11-01,MI,8.9,michigan
2322,1979-11-01,MN,4.7,minnesota
2323,1979-11-01,MS,6.1,mississippi
2324,1979-11-01,MO,5.5,missouri
2325,1979-11-01,MT,5.3,montana
2326,1979-11-01,NE,3.2,nebraska
2327,1979-11-01,NV,4.9,nevada
2328,1979-11-01,NH,3.4,new hampshire
2329,1979-11-01,NJ,6.8,new jersey
2330,1979-11-01,NM,6.6,new mexico
2331,1979-11-01,NY,7.3,new york
2332,1979-11-01,NC,4.9,north carolina
2333,1979-11-01,ND,3.9,north dakota
2334,1979-11-01,OH,6.0,ohio
2335,1979-11-01,OK,3.3,oklahoma
2336,1979-11-01,OR,6.5,oregon
2337,1979-11-01,PA,7.0,pennsylvania
2338,1979-11-01,RI,6.6,rhode island
2339,1979-11-01,SC,5.2,south carolina
2340,1979-11-01,SD,3.5,south dakota
2341,1979-11-01,TN,5.9,tennessee
2342,1979-11-01,TX,4.3,texas
2343,1979-11-01,UT,4.7,utah
2344,1979-11-01,VT,5.2,vermont
2345,1979-11-01,VA,4.5,virginia
2346,1979-11-01,WA,6.7,washington
2347,1979-11-01,WV,7.6,west virginia
2348,1979-11-01,WI,4.7,wisconsin
2349,1979-11-01,WY,3.1,wyoming
2350,1979-12-01,AL,7.2,alabama
2351,1979-12-01,AK,9.1,alaska
2352,1979-12-01,AZ,5.4,arizona
2353,1979-12-01,AR,6.1,arkansas
2354,1979-12-01,CA,6.1,california
2355,1979-12-01,CO,4.7,colorado
2356,1979-12-01,CT,5.1,connecticut
2357,1979-12-01,DE,7.1,delaware
2358,1979-12-01,FL,5.5,florida
2359,1979-12-01,GA,5.1,georgia
2360,1979-12-01,HI,5.4,hawaii
2361,1979-12-01,ID,6.2,idaho
2362,1979-12-01,IL,6.3,illinois
2363,1979-12-01,IN,7.8,indiana
2364,1979-12-01,IA,4.5,iowa
2365,1979-12-01,KS,3.4,kansas
2366,1979-12-01,KY,6.0,kentucky
2367,1979-12-01,LA,6.9,louisiana
2368,1979-12-01,ME,6.9,maine
2369,1979-12-01,MD,5.7,maryland
2370,1979-12-01,MA,5.3,massachusetts
2371,1979-12-01,MI,9.2,michigan
2372,1979-12-01,MN,4.9,minnesota
2373,1979-12-01,MS,6.2,mississippi
2374,1979-12-01,MO,5.7,missouri
2375,1979-12-01,MT,5.4,montana
2376,1979-12-01,NE,3.2,nebraska
2377,1979-12-01,NV,4.8,nevada
2378,1979-12-01,NH,3.5,new hampshire
2379,1979-12-01,NJ,6.6,new jersey
2380,1979-12-01,NM,6.7,new mexico
2381,1979-12-01,NY,7.2,new york
2382,1979-12-01,NC,5.0,north carolina
2383,1979-12-01,ND,4.0,north dakota
2384,1979-12-01,OH,6.0,ohio
2385,1979-12-01,OK,3.3,oklahoma
2386,1979-12-01,OR,6.4,oregon
2387,1979-12-01,PA,7.1,pennsylvania
2388,1979-12-01,RI,6.7,rhode island
2389,1979-12-01,SC,5.3,south carolina
2390,1979-12-01,SD,3.6,south dakota
2391,1979-12-01,TN,6.0,tennessee
2392,1979-12-01,TX,4.4,texas
2393,1979-12-01,UT,4.9,utah
2394,1979-12-01,VT,5.3,vermont
2395,1979-12-01,VA,4.5,virginia
2396,1979-12-01,WA,6.8,washington
2397,1979-12-01,WV,7.8,west virginia
2398,1979-12-01,WI,4.9,wisconsin
2399,1979-12-01,WY,3.2,wyoming
2400,1980-01-01,AL,7.3,alabama
2401,1980-01-01,AK,9.1,alaska
2402,1980-01-01,AZ,5.7,arizona
2403,1980-01-01,AR,6.2,arkansas
2404,1980-01-01,CA,6.1,california
2405,1980-01-01,CO,4.7,colorado
2406,1980-01-01,CT,5.1,connecticut
2407,1980-01-01,DE,7.1,delaware
2408,1980-01-01,FL,5.5,florida
2409,1980-01-01,GA,5.3,georgia
2410,1980-01-01,HI,5.2,hawaii
2411,1980-01-01,ID,6.4,idaho
2412,1980-01-01,IL,6.5,illinois
2413,1980-01-01,IN,8.1,indiana
2414,1980-01-01,IA,4.7,iowa
2415,1980-01-01,KS,3.6,kansas
2416,1980-01-01,KY,6.2,kentucky
2417,1980-01-01,LA,6.8,louisiana
2418,1980-01-01,ME,6.9,maine
2419,1980-01-01,MD,5.8,maryland
2420,1980-01-01,MA,5.3,massachusetts
2421,1980-01-01,MI,9.8,michigan
2422,1980-01-01,MN,5.1,minnesota
2423,1980-01-01,MS,6.4,mississippi
2424,1980-01-01,MO,5.9,missouri
2425,1980-01-01,MT,5.5,montana
2426,1980-01-01,NE,3.2,nebraska
2427,1980-01-01,NV,4.9,nevada
2428,1980-01-01,NH,3.6,new hampshire
2429,1980-01-01,NJ,6.5,new jersey
2430,1980-01-01,NM,6.8,new mexico
2431,1980-01-01,NY,7.2,new york
2432,1980-01-01,NC,5.2,north carolina
2433,1980-01-01,ND,4.1,north dakota
2434,1980-01-01,OH,6.1,ohio
2435,1980-01-01,OK,3.3,oklahoma
2436,1980-01-01,OR,6.6,oregon
2437,1980-01-01,PA,7.1,pennsylvania
2438,1980-01-01,RI,6.8,rhode island
2439,1980-01-01,SC,5.4,south carolina
2440,1980-01-01,SD,3.7,south dakota
2441,1980-01-01,TN,6.1,tennessee
2442,1980-01-01,TX,4.6,texas
2443,1980-01-01,UT,5.1,utah
2444,1980-01-01,VT,5.4,vermont
2445,1980-01-01,VA,4.5,virginia
2446,1980-01-01,WA,7.0,washington
2447,1980-01-01,WV,8.0,west virginia
2448,1980-01-01,WI,5.2,wisconsin
2449,1980-01-01,WY,3.3,wyoming
2450,1980-02-01,AL,7.5,alabama
2451,1980-02-01,AK,9.2,alaska
2452,1980-02-01,AZ,6.1,arizona
2453,1980-02-01,AR,6.4,arkansas
2454,1980-02-01,CA,6.2,california
2455,1980-02-01,CO,4.8,colorado
2456,1980-02-01,CT,5.2,connecticut
2457,1980-02-01,DE,7.0,delaware
2458,1980-02-01,FL,5.5,florida
2459,1980-02-01,GA,5.6,georgia
2460,1980-02-01,HI,5.0,hawaii
2461,1980-02-01,ID,6.8,idaho
2462,1980-02-01,IL,6.8,illinois
2463,1980-02-01,IN,8.5,indiana
2464,1980-02-01,IA,4.9,iowa
2465,1980-02-01,KS,3.8,kansas
2466,1980-02-01,KY,6.6,kentucky
2467,1980-02-01,LA,6.7,louisiana
2468,1980-02-01,ME,7.0,maine
2469,1980-02-01,MD,6.0,maryland
2470,1980-02-01,MA,5.4,massachusetts
2471,1980-02-01,MI,10.5,michigan
2472,1980-02-01,MN,5.3,minnesota
2473,1980-02-01,MS,6.5,mississippi
2474,1980-02-01,MO,6.1,missouri
2475,1980-02-01,MT,5.6,montana
2476,1980-02-01,NE,3.3,nebraska
2477,1980-02-01,NV,5.1,nevada
2478,1980-02-01,NH,3.7,new hampshire
2479,1980-02-01,NJ,6.5,new jersey
2480,1980-02-01,NM,6.9,new mexico
2481,1980-02-01,NY,7.2,new york
2482,1980-02-01,NC,5.4,north carolina
2483,1980-02-01,ND,4.2,north dakota
2484,1980-02-01,OH,6.5,ohio
2485,1980-02-01,OK,3.3,oklahoma
2486,1980-02-01,OR,7.0,oregon
2487,1980-02-01,PA,7.3,pennsylvania
2488,1980-02-01,RI,6.9,rhode island
2489,1980-02-01,SC,5.5,south carolina
2490,1980-02-01,SD,4.0,south dakota
2491,1980-02-01,TN,6.3,tennessee
2492,1980-02-01,TX,4.8,texas
2493,1980-02-01,UT,5.3,utah
2494,1980-02-01,VT,5.5,vermont
2495,1980-02-01,VA,4.6,virginia
2496,1980-02-01,WA,7.2,washington
2497,1980-02-01,WV,8.2,west virginia
2498,1980-02-01,WI,5.5,wisconsin
2499,1980-02-01,WY,3.4,wyoming
2500,1980-03-01,AL,7.8,alabama
2501,1980-03-01,AK,9.4,alaska
2502,1980-03-01,AZ,6.4,arizona
2503,1980-03-01,AR,6.7,arkansas
2504,1980-03-01,CA,6.4,california
2505,1980-03-01,CO,5.0,colorado
2506,1980-03-01,CT,5.3,connecticut
2507,1980-03-01,DE,7.1,delaware
2508,1980-03-01,FL,5.7,florida
2509,1980-03-01,GA,6.0,georgia
2510,1980-03-01,HI,4.9,hawaii
2511,1980-03-01,ID,7.2,idaho
2512,1980-03-01,IL,7.2,illinois
2513,1980-03-01,IN,9.0,indiana
2514,1980-03-01,IA,5.2,iowa
2515,1980-03-01,KS,4.0,kansas
2516,1980-03-01,KY,7.0,kentucky
2517,1980-03-01,LA,6.7,louisiana
2518,1980-03-01,ME,7.2,maine
2519,1980-03-01,MD,6.2,maryland
2520,1980-03-01,MA,5.5,massachusetts
2521,1980-03-01,MI,11.3,michigan
2522,1980-03-01,MN,5.5,minnesota
2523,1980-03-01,MS,6.8,mississippi
2524,1980-03-01,MO,6.5,missouri
2525,1980-03-01,MT,5.8,montana
2526,1980-03-01,NE,3.5,nebraska
2527,1980-03-01,NV,5.4,nevada
2528,1980-03-01,NH,3.9,new hampshire
2529,1980-03-01,NJ,6.6,new jersey
2530,1980-03-01,NM,7.1,new mexico
2531,1980-03-01,NY,7.3,new york
2532,1980-03-01,NC,5.8,north carolina
2533,1980-03-01,ND,4.4,north dakota
2534,1980-03-01,OH,7.1,ohio
2535,1980-03-01,OK,3.4,oklahoma
2536,1980-03-01,OR,7.5,oregon
2537,1980-03-01,PA,7.5,pennsylvania
2538,1980-03-01,RI,7.0,rhode island
2539,1980-03-01,SC,5.9,south carolina
2540,1980-03-01,SD,4.2,south dakota
2541,1980-03-01,TN,6.6,tennessee
2542,1980-03-01,TX,5.0,texas
2543,1980-03-01,UT,5.6,utah
2544,1980-03-01,VT,5.7,vermont
2545,1980-03-01,VA,4.8,virginia
2546,1980-03-01,WA,7.5,washington
2547,1980-03-01,WV,8.6,west virginia
2548,1980-03-01,WI,6.0,wisconsin
2549,1980-03-01,WY,3.5,wyoming
2550,1980-04-01,AL,8.3,alabama
2551,1980-04-01,AK,9.6,alaska
2552,1980-04-01,AZ,6.8,arizona
2553,1980-04-01,AR,7.1,arkansas
2554,1980-04-01,CA,6.7,california
2555,1980-04-01,CO,5.4,colorado
2556,1980-04-01,CT,5.5,connecticut
2557,1980-04-01,DE,7.3,delaware
2558,1980-04-01,FL,5.9,florida
2559,1980-04-01,GA,6.4,georgia
2560,1980-04-01,HI,4.8,hawaii
2561,1980-04-01,ID,7.6,idaho
2562,1980-04-01,IL,7.6,illinois
2563,1980-04-01,IN,9.6,indiana
2564,1980-04-01,IA,5.6,iowa
2565,1980-04-01,KS,4.3,kansas
2566,1980-04-01,KY,7.4,kentucky
2567,1980-04-01,LA,6.7,louisiana
2568,1980-04-01,ME,7.4,maine
2569,1980-04-01,MD,6.5,maryland
2570,1980-04-01,MA,5.6,massachusetts
2571,1980-04-01,MI,12.2,michigan
2572,1980-04-01,MN,5.7,minnesota
2573,1980-04-01,MS,7.0,mississippi
2574,1980-04-01,MO,6.9,missouri
2575,1980-04-01,MT,5.9,montana
2576,1980-04-01,NE,3.7,nebraska
2577,1980-04-01,NV,5.7,nevada
2578,1980-04-01,NH,4.2,new hampshire
2579,1980-04-01,NJ,6.9,new jersey
2580,1980-04-01,NM,7.3,new mexico
2581,1980-04-01,NY,7.4,new york
2582,1980-04-01,NC,6.2,north carolina
2583,1980-04-01,ND,4.6,north dakota
2584,1980-04-01,OH,7.8,ohio
2585,1980-04-01,OK,3.6,oklahoma
2586,1980-04-01,OR,8.2,oregon
2587,1980-04-01,PA,7.9,pennsylvania
2588,1980-04-01,RI,7.1,rhode island
2589,1980-04-01,SC,6.3,south carolina
2590,1980-04-01,SD,4.6,south dakota
2591,1980-04-01,TN,6.9,tennessee
2592,1980-04-01,TX,5.2,texas
2593,1980-04-01,UT,5.8,utah
2594,1980-04-01,VT,5.9,vermont
2595,1980-04-01,VA,5.1,virginia
2596,1980-04-01,WA,7.8,washington
2597,1980-04-01,WV,8.9,west virginia
2598,1980-04-01,WI,6.5,wisconsin
2599,1980-04-01,WY,3.5,wyoming
2600,1980-05-01,AL,8.8,alabama
2601,1980-05-01,AK,9.8,alaska
2602,1980-05-01,AZ,7.0,arizona
2603,1980-05-01,AR,7.5,arkansas
2604,1980-05-01,CA,6.9,california
2605,1980-05-01,CO,5.7,colorado
2606,1980-05-01,CT,5.7,connecticut
2607,1980-05-01,DE,7.5,delaware
2608,1980-05-01,FL,6.1,florida
2609,1980-05-01,GA,6.8,georgia
2610,1980-05-01,HI,4.9,hawaii
2611,1980-05-01,ID,7.9,idaho
2612,1980-05-01,IL,8.1,illinois
2613,1980-05-01,IN,10.2,indiana
2614,1980-05-01,IA,6.1,iowa
2615,1980-05-01,KS,4.6,kansas
2616,1980-05-01,KY,7.8,kentucky
2617,1980-05-01,LA,6.6,louisiana
2618,1980-05-01,ME,7.6,maine
2619,1980-05-01,MD,6.7,maryland
2620,1980-05-01,MA,5.7,massachusetts
2621,1980-05-01,MI,13.0,michigan
2622,1980-05-01,MN,5.9,minnesota
2623,1980-05-01,MS,7.3,mississippi
2624,1980-05-01,MO,7.3,missouri
2625,1980-05-01,MT,6.1,montana
2626,1980-05-01,NE,4.0,nebraska
2627,1980-05-01,NV,6.1,nevada
2628,1980-05-01,NH,4.6,new hampshire
2629,1980-05-01,NJ,7.2,new jersey
2630,1980-05-01,NM,7.5,new mexico
2631,1980-05-01,NY,7.5,new york
2632,1980-05-01,NC,6.6,north carolina
2633,1980-05-01,ND,4.9,north dakota
2634,1980-05-01,OH,8.5,ohio
2635,1980-05-01,OK,3.8,oklahoma
2636,1980-05-01,OR,8.8,oregon
2637,1980-05-01,PA,8.2,pennsylvania
2638,1980-05-01,RI,7.2,rhode island
2639,1980-05-01,SC,6.7,south carolina
2640,1980-05-01,SD,4.8,south dakota
2641,1980-05-01,TN,7.3,tennessee
2642,1980-05-01,TX,5.3,texas
2643,1980-05-01,UT,6.1,utah
2644,1980-05-01,VT,6.2,vermont
2645,1980-05-01,VA,5.3,virginia
2646,1980-05-01,WA,8.1,washington
2647,1980-05-01,WV,9.3,west virginia
2648,1980-05-01,WI,6.8,wisconsin
2649,1980-05-01,WY,3.6,wyoming
2650,1980-06-01,AL,9.2,alabama
2651,1980-06-01,AK,10.0,alaska
2652,1980-06-01,AZ,7.2,arizona
2653,1980-06-01,AR,7.8,arkansas
2654,1980-06-01,CA,7.1,california
2655,1980-06-01,CO,6.0,colorado
2656,1980-06-01,CT,5.9,connecticut
2657,1980-06-01,DE,7.8,delaware
2658,1980-06-01,FL,6.2,florida
2659,1980-06-01,GA,7.1,georgia
2660,1980-06-01,HI,5.0,hawaii
2661,1980-06-01,ID,8.1,idaho
2662,1980-06-01,IL,8.4,illinois
2663,1980-06-01,IN,10.5,indiana
2664,1980-06-01,IA,6.5,iowa
2665,1980-06-01,KS,4.8,kansas
2666,1980-06-01,KY,8.2,kentucky
2667,1980-06-01,LA,6.6,louisiana
2668,1980-06-01,ME,7.8,maine
2669,1980-06-01,MD,6.9,maryland
2670,1980-06-01,MA,5.8,massachusetts
2671,1980-06-01,MI,13.5,michigan
2672,1980-06-01,MN,6.1,minnesota
2673,1980-06-01,MS,7.6,mississippi
2674,1980-06-01,MO,7.7,missouri
2675,1980-06-01,MT,6.2,montana
2676,1980-06-01,NE,4.2,nebraska
2677,1980-06-01,NV,6.4,nevada
2678,1980-06-01,NH,4.8,new hampshire
2679,1980-06-01,NJ,7.4,new jersey
2680,1980-06-01,NM,7.6,new mexico
2681,1980-06-01,NY,7.6,new york
2682,1980-06-01,NC,6.9,north carolina
2683,1980-06-01,ND,5.2,north dakota
2684,1980-06-01,OH,9.1,ohio
2685,1980-06-01,OK,5.2,oklahoma
2686,1980-06-01,OR,9.2,oregon
2687,1980-06-01,PA,8.5,pennsylvania
2688,1980-06-01,RI,7.3,rhode island
2689,1980-06-01,SC,7.1,south carolina
2690,1980-06-01,SD,5.1,south dakota
2691,1980-06-01,TN,7.7,tennessee
2692,1980-06-01,TX,5.3,texas
2693,1980-06-01,UT,6.3,utah
2694,1980-06-01,VT,6.5,vermont
2695,1980-06-01,VA,5.6,virginia
2696,1980-06-01,WA,8.3,washington
2697,1980-06-01,WV,9.7,west virginia
2698,1980-06-01,WI,7.1,wisconsin
2699,1980-06-01,WY,3.8,wyoming
2700,1980-07-01,AL,9.5,alabama
2701,1980-07-01,AK,10.0,alaska
2702,1980-07-01,AZ,7.2,arizona
2703,1980-07-01,AR,8.0,arkansas
2704,1980-07-01,CA,7.2,california
2705,1980-07-01,CO,6.3,colorado
2706,1980-07-01,CT,6.1,connecticut
2707,1980-07-01,DE,7.9,delaware
2708,1980-07-01,FL,6.4,florida
2709,1980-07-01,GA,7.1,georgia
2710,1980-07-01,HI,5.0,hawaii
2711,1980-07-01,ID,8.1,idaho
2712,1980-07-01,IL,8.7,illinois
2713,1980-07-01,IN,10.6,indiana
2714,1980-07-01,IA,6.7,iowa
2715,1980-07-01,KS,4.9,kansas
2716,1980-07-01,KY,8.5,kentucky
2717,1980-07-01,LA,6.6,louisiana
2718,1980-07-01,ME,7.9,maine
2719,1980-07-01,MD,6.9,maryland
2720,1980-07-01,MA,5.9,massachusetts
2721,1980-07-01,MI,13.6,michigan
2722,1980-07-01,MN,6.2,minnesota
2723,1980-07-01,MS,7.8,mississippi
2724,1980-07-01,MO,7.9,missouri
2725,1980-07-01,MT,6.3,montana
2726,1980-07-01,NE,4.3,nebraska
2727,1980-07-01,NV,6.6,nevada
2728,1980-07-01,NH,5.0,new hampshire
2729,1980-07-01,NJ,7.6,new jersey
2730,1980-07-01,NM,7.8,new mexico
2731,1980-07-01,NY,7.7,new york
2732,1980-07-01,NC,7.1,north carolina
2733,1980-07-01,ND,5.3,north dakota
2734,1980-07-01,OH,9.4,ohio
2735,1980-07-01,OK,5.6,oklahoma
2736,1980-07-01,OR,9.4,oregon
2737,1980-07-01,PA,8.7,pennsylvania
2738,1980-07-01,RI,7.4,rhode island
2739,1980-07-01,SC,7.4,south carolina
2740,1980-07-01,SD,5.2,south dakota
2741,1980-07-01,TN,7.9,tennessee
2742,1980-07-01,TX,5.4,texas
2743,1980-07-01,UT,6.5,utah
2744,1980-07-01,VT,6.7,vermont
2745,1980-07-01,VA,5.7,virginia
2746,1980-07-01,WA,8.4,washington
2747,1980-07-01,WV,10.0,west virginia
2748,1980-07-01,WI,7.1,wisconsin
2749,1980-07-01,WY,3.9,wyoming
2750,1980-08-01,AL,9.7,alabama
2751,1980-08-01,AK,10.0,alaska
2752,1980-08-01,AZ,7.1,arizona
2753,1980-08-01,AR,8.2,arkansas
2754,1980-08-01,CA,7.3,california
2755,1980-08-01,CO,6.4,colorado
2756,1980-08-01,CT,6.2,connecticut
2757,1980-08-01,DE,8.0,delaware
2758,1980-08-01,FL,6.4,florida
2759,1980-08-01,GA,7.0,georgia
2760,1980-08-01,HI,5.1,hawaii
2761,1980-08-01,ID,8.1,idaho
2762,1980-08-01,IL,8.9,illinois
2763,1980-08-01,IN,10.5,indiana
2764,1980-08-01,IA,6.8,iowa
2765,1980-08-01,KS,4.9,kansas
2766,1980-08-01,KY,8.7,kentucky
2767,1980-08-01,LA,6.7,louisiana
2768,1980-08-01,ME,8.0,maine
2769,1980-08-01,MD,6.9,maryland
2770,1980-08-01,MA,5.9,massachusetts
2771,1980-08-01,MI,13.5,michigan
2772,1980-08-01,MN,6.1,minnesota
2773,1980-08-01,MS,7.9,mississippi
2774,1980-08-01,MO,7.9,missouri
2775,1980-08-01,MT,6.4,montana
2776,1980-08-01,NE,4.3,nebraska
2777,1980-08-01,NV,6.7,nevada
2778,1980-08-01,NH,5.0,new hampshire
2779,1980-08-01,NJ,7.6,new jersey
2780,1980-08-01,NM,7.9,new mexico
2781,1980-08-01,NY,7.6,new york
2782,1980-08-01,NC,7.1,north carolina
2783,1980-08-01,ND,5.4,north dakota
2784,1980-08-01,OH,9.5,ohio
2785,1980-08-01,OK,5.6,oklahoma
2786,1980-08-01,OR,9.3,oregon
2787,1980-08-01,PA,8.7,pennsylvania
2788,1980-08-01,RI,7.5,rhode island
2789,1980-08-01,SC,7.5,south carolina
2790,1980-08-01,SD,5.2,south dakota
2791,1980-08-01,TN,8.0,tennessee
2792,1980-08-01,TX,5.3,texas
2793,1980-08-01,UT,6.7,utah
2794,1980-08-01,VT,6.7,vermont
2795,1980-08-01,VA,5.6,virginia
2796,1980-08-01,WA,8.5,washington
2797,1980-08-01,WV,10.1,west virginia
2798,1980-08-01,WI,8.5,wisconsin
2799,1980-08-01,WY,4.1,wyoming
2800,1980-09-01,AL,9.7,alabama
2801,1980-09-01,AK,9.9,alaska
2802,1980-09-01,AZ,6.9,arizona
2803,1980-09-01,AR,8.2,arkansas
2804,1980-09-01,CA,7.2,california
2805,1980-09-01,CO,6.4,colorado
2806,1980-09-01,CT,6.2,connecticut
2807,1980-09-01,DE,8.0,delaware
2808,1980-09-01,FL,6.4,florida
2809,1980-09-01,GA,6.6,georgia
2810,1980-09-01,HI,5.2,hawaii
2811,1980-09-01,ID,7.9,idaho
2812,1980-09-01,IL,8.9,illinois
2813,1980-09-01,IN,10.2,indiana
2814,1980-09-01,IA,6.8,iowa
2815,1980-09-01,KS,4.8,kansas
2816,1980-09-01,KY,8.8,kentucky
2817,1980-09-01,LA,6.9,louisiana
2818,1980-09-01,ME,8.0,maine
2819,1980-09-01,MD,6.8,maryland
2820,1980-09-01,MA,5.8,massachusetts
2821,1980-09-01,MI,13.2,michigan
2822,1980-09-01,MN,6.1,minnesota
2823,1980-09-01,MS,8.1,mississippi
2824,1980-09-01,MO,7.8,missouri
2825,1980-09-01,MT,6.4,montana
2826,1980-09-01,NE,4.3,nebraska
2827,1980-09-01,NV,6.7,nevada
2828,1980-09-01,NH,5.0,new hampshire
2829,1980-09-01,NJ,7.6,new jersey
2830,1980-09-01,NM,8.0,new mexico
2831,1980-09-01,NY,7.6,new york
2832,1980-09-01,NC,6.9,north carolina
2833,1980-09-01,ND,5.4,north dakota
2834,1980-09-01,OH,9.4,ohio
2835,1980-09-01,OK,5.4,oklahoma
2836,1980-09-01,OR,9.1,oregon
2837,1980-09-01,PA,8.5,pennsylvania
2838,1980-09-01,RI,7.5,rhode island
2839,1980-09-01,SC,7.5,south carolina
2840,1980-09-01,SD,5.2,south dakota
2841,1980-09-01,TN,8.1,tennessee
2842,1980-09-01,TX,5.3,texas
2843,1980-09-01,UT,6.8,utah
2844,1980-09-01,VT,6.7,vermont
