,Date,State,UR,StateName
11601,1995-05-01,AK,7.1,alaska
11602,1995-05-01,AZ,5.4,arizona
11603,1995-05-01,AR,4.7,arkansas
11604,1995-05-01,CA,7.9,california
11605,1995-05-01,CO,4.0,colorado
11606,1995-05-01,CT,5.6,connecticut
11607,1995-05-01,DE,4.2,delaware
11608,1995-05-01,FL,5.5,florida
11609,1995-05-01,GA,4.9,georgia
11610,1995-05-01,HI,5.8,hawaii
11611,1995-05-01,ID,5.4,idaho
11612,1995-05-01,IL,5.2,illinois
11613,1995-05-01,IN,4.7,indiana
11614,1995-05-01,IA,3.5,iowa
11615,1995-05-01,KS,4.5,kansas
11616,1995-05-01,KY,5.4,kentucky
11617,1995-05-01,LA,7.1,louisiana
11618,1995-05-01,ME,6.0,maine
11619,1995-05-01,MD,5.0,maryland
11620,1995-05-01,MA,5.4,massachusetts
11621,1995-05-01,MI,5.5,michigan
11622,1995-05-01,MN,3.7,minnesota
11623,1995-05-01,MS,6.2,mississippi
11624,1995-05-01,MO,4.9,missouri
11625,1995-05-01,MT,5.6,montana
11626,1995-05-01,NE,2.6,nebraska
11627,1995-05-01,NV,5.6,nevada
11628,1995-05-01,NH,4.1,new hampshire
11629,1995-05-01,NJ,6.5,new jersey
11630,1995-05-01,NM,6.4,new mexico
11631,1995-05-01,NY,6.3,new york
11632,1995-05-01,NC,4.3,north carolina
11633,1995-05-01,ND,3.2,north dakota
11634,1995-05-01,OH,4.7,ohio
11635,1995-05-01,OK,4.6,oklahoma
11636,1995-05-01,OR,4.9,oregon
11637,1995-05-01,PA,5.9,pennsylvania
11638,1995-05-01,RI,6.5,rhode island
11639,1995-05-01,SC,5.0,south carolina
11640,1995-05-01,SD,3.0,south dakota
11641,1995-05-01,TN,5.3,tennessee
11642,1995-05-01,TX,6.0,texas
11643,1995-05-01,UT,3.5,utah
11644,1995-05-01,VT,4.2,vermont
11645,1995-05-01,VA,4.5,virginia
11646,1995-05-01,WA,6.5,washington
11647,1995-05-01,WV,7.9,west virginia
11648,1995-05-01,WI,3.7,wisconsin
11649,1995-05-01,WY,4.8,wyoming
11650,1995-06-01,AL,6.1,alabama
11651,1995-06-01,AK,7.2,alaska
11652,1995-06-01,AZ,5.4,arizona
11653,1995-06-01,AR,4.8,arkansas
11654,1995-06-01,CA,8.0,california
11655,1995-06-01,CO,4.1,colorado
11656,1995-06-01,CT,5.6,connecticut
11657,1995-06-01,DE,4.3,delaware
11658,1995-06-01,FL,5.5,florida
11659,1995-06-01,GA,5.1,georgia
11660,1995-06-01,HI,6.0,hawaii
11661,1995-06-01,ID,5.4,idaho
11662,1995-06-01,IL,5.2,illinois
11663,1995-06-01,IN,4.7,indiana
11664,1995-06-01,IA,3.5,iowa
11665,1995-06-01,KS,4.5,kansas
11666,1995-06-01,KY,5.6,kentucky
11667,1995-06-01,LA,7.0,louisiana
11668,1995-06-01,ME,6.0,maine
11669,1995-06-01,MD,5.1,maryland
11670,1995-06-01,MA,5.3,massachusetts
11671,1995-06-01,MI,5.5,michigan
11672,1995-06-01,MN,3.7,minnesota
11673,1995-06-01,MS,6.3,mississippi
11674,1995-06-01,MO,4.9,missouri
11675,1995-06-01,MT,5.6,montana
11676,1995-06-01,NE,2.7,nebraska
11677,1995-06-01,NV,5.6,nevada
11678,1995-06-01,NH,4.0,new hampshire
11679,1995-06-01,NJ,6.5,new jersey
11680,1995-06-01,NM,6.5,new mexico
11681,1995-06-01,NY,6.4,new york
11682,1995-06-01,NC,4.4,north carolina
11683,1995-06-01,ND,3.2,north dakota
11684,1995-06-01,OH,4.9,ohio
11685,1995-06-01,OK,4.6,oklahoma
11686,1995-06-01,OR,4.9,oregon
11687,1995-06-01,PA,5.9,pennsylvania
11688,1995-06-01,RI,6.5,rhode island
11689,1995-06-01,SC,5.1,south carolina
11690,1995-06-01,SD,3.0,south dakota
11691,1995-06-01,TN,5.4,tennessee
11692,1995-06-01,TX,6.1,texas
11693,1995-06-01,UT,3.5,utah
11694,1995-06-01,VT,4.3,vermont
11695,1995-06-01,VA,4.6,virginia
11696,1995-06-01,WA,6.5,washington
11697,1995-06-01,WV,8.0,west virginia
11698,1995-06-01,WI,3.7,wisconsin
11699,1995-06-01,WY,4.8,wyoming
11700,1995-07-01,AL,6.1,alabama
11701,1995-07-01,AK,7.2,alaska
11702,1995-07-01,AZ,5.3,arizona
11703,1995-07-01,AR,4.8,arkansas
11704,1995-07-01,CA,8.0,california
11705,1995-07-01,CO,4.1,colorado
11706,1995-07-01,CT,5.5,connecticut
11707,1995-07-01,DE,4.3,delaware
11708,1995-07-01,FL,5.6,florida
11709,1995-07-01,GA,5.1,georgia
11710,1995-07-01,HI,6.1,hawaii
11711,1995-07-01,ID,5.4,idaho
11712,1995-07-01,IL,5.2,illinois
11713,1995-07-01,IN,4.7,indiana
11714,1995-07-01,IA,3.5,iowa
11715,1995-07-01,KS,4.4,kansas
11716,1995-07-01,KY,5.6,kentucky
11717,1995-07-01,LA,6.9,louisiana
11718,1995-07-01,ME,6.0,maine
11719,1995-07-01,MD,5.1,maryland
11720,1995-07-01,MA,5.3,massachusetts
11721,1995-07-01,MI,5.4,michigan
11722,1995-07-01,MN,3.7,minnesota
11723,1995-07-01,MS,6.4,mississippi
11724,1995-07-01,MO,4.8,missouri
11725,1995-07-01,MT,5.7,montana
11726,1995-07-01,NE,2.7,nebraska
11727,1995-07-01,NV,5.5,nevada
11728,1995-07-01,NH,4.0,new hampshire
11729,1995-07-01,NJ,6.5,new jersey
11730,1995-07-01,NM,6.5,new mexico
11731,1995-07-01,NY,6.4,new york
11732,1995-07-01,NC,4.4,north carolina
11733,1995-07-01,ND,3.2,north dakota
11734,1995-07-01,OH,4.9,ohio
11735,1995-07-01,OK,4.6,oklahoma
11736,1995-07-01,OR,4.9,oregon
11737,1995-07-01,PA,5.9,pennsylvania
11738,1995-07-01,RI,6.4,rhode island
11739,1995-07-01,SC,5.2,south carolina
11740,1995-07-01,SD,3.0,south dakota
11741,1995-07-01,TN,5.5,tennessee
11742,1995-07-01,TX,6.2,texas
11743,1995-07-01,UT,3.5,utah
11744,1995-07-01,VT,4.3,vermont
11745,1995-07-01,VA,4.6,virginia
11746,1995-07-01,WA,6.5,washington
11747,1995-07-01,WV,8.0,west virginia
11748,1995-07-01,WI,3.7,wisconsin
11749,1995-07-01,WY,4.8,wyoming
11750,1995-08-01,AL,6.1,alabama
11751,1995-08-01,AK,7.3,alaska
11752,1995-08-01,AZ,5.3,arizona
11753,1995-08-01,AR,4.8,arkansas
11754,1995-08-01,CA,7.9,california
11755,1995-08-01,CO,4.1,colorado
11756,1995-08-01,CT,5.5,connecticut
11757,1995-08-01,DE,4.4,delaware
11758,1995-08-01,FL,5.6,florida
11759,1995-08-01,GA,5.1,georgia
11760,1995-08-01,HI,6.1,hawaii
11761,1995-08-01,ID,5.4,idaho
11762,1995-08-01,IL,5.2,illinois
11763,1995-08-01,IN,4.6,indiana
11764,1995-08-01,IA,3.5,iowa
11765,1995-08-01,KS,4.3,kansas
11766,1995-08-01,KY,5.6,kentucky
11767,1995-08-01,LA,6.8,louisiana
11768,1995-08-01,ME,5.9,maine
11769,1995-08-01,MD,5.1,maryland
11770,1995-08-01,MA,5.3,massachusetts
11771,1995-08-01,MI,5.3,michigan
11772,1995-08-01,MN,3.6,minnesota
11773,1995-08-01,MS,6.4,mississippi
11774,1995-08-01,MO,4.7,missouri
11775,1995-08-01,MT,5.7,montana
11776,1995-08-01,NE,2.7,nebraska
11777,1995-08-01,NV,5.5,nevada
11778,1995-08-01,NH,3.9,new hampshire
11779,1995-08-01,NJ,6.5,new jersey
11780,1995-08-01,NM,6.6,new mexico
11781,1995-08-01,NY,6.4,new york
11782,1995-08-01,NC,4.4,north carolina
11783,1995-08-01,ND,3.2,north dakota
11784,1995-08-01,OH,5.0,ohio
11785,1995-08-01,OK,4.6,oklahoma
11786,1995-08-01,OR,4.9,oregon
11787,1995-08-01,PA,5.9,pennsylvania
11788,1995-08-01,RI,6.2,rhode island
11789,1995-08-01,SC,5.3,south carolina
11790,1995-08-01,SD,3.0,south dakota
11791,1995-08-01,TN,5.4,tennessee
11792,1995-08-01,TX,6.2,texas
11793,1995-08-01,UT,3.4,utah
11794,1995-08-01,VT,4.3,vermont
11795,1995-08-01,VA,4.6,virginia
11796,1995-08-01,WA,6.5,washington
11797,1995-08-01,WV,8.1,west virginia
11798,1995-08-01,WI,3.7,wisconsin
11799,1995-08-01,WY,4.8,wyoming
11800,1995-09-01,AL,5.9,alabama
11801,1995-09-01,AK,7.4,alaska
11802,1995-09-01,AZ,5.3,arizona
11803,1995-09-01,AR,4.9,arkansas
11804,1995-09-01,CA,7.9,california
11805,1995-09-01,CO,4.1,colorado
11806,1995-09-01,CT,5.4,connecticut
11807,1995-09-01,DE,4.4,delaware
11808,1995-09-01,FL,5.6,florida
11809,1995-09-01,GA,5.0,georgia
11810,1995-09-01,HI,6.1,hawaii
11811,1995-09-01,ID,5.4,idaho
11812,1995-09-01,IL,5.2,illinois
11813,1995-09-01,IN,4.5,indiana
11814,1995-09-01,IA,3.4,iowa
11815,1995-09-01,KS,4.2,kansas
11816,1995-09-01,KY,5.6,kentucky
11817,1995-09-01,LA,6.7,louisiana
11818,1995-09-01,ME,5.8,maine
11819,1995-09-01,MD,5.1,maryland
11820,1995-09-01,MA,5.2,massachusetts
11821,1995-09-01,MI,5.1,michigan
11822,1995-09-01,MN,3.6,minnesota
11823,1995-09-01,MS,6.4,mississippi
11824,1995-09-01,MO,4.6,missouri
11825,1995-09-01,MT,5.8,montana
11826,1995-09-01,NE,2.7,nebraska
11827,1995-09-01,NV,5.4,nevada
11828,1995-09-01,NH,3.9,new hampshire
11829,1995-09-01,NJ,6.4,new jersey
11830,1995-09-01,NM,6.7,new mexico
11831,1995-09-01,NY,6.4,new york
11832,1995-09-01,NC,4.4,north carolina
11833,1995-09-01,ND,3.2,north dakota
11834,1995-09-01,OH,5.0,ohio
11835,1995-09-01,OK,4.6,oklahoma
11836,1995-09-01,OR,4.9,oregon
11837,1995-09-01,PA,5.9,pennsylvania
11838,1995-09-01,RI,6.1,rhode island
11839,1995-09-01,SC,5.3,south carolina
11840,1995-09-01,SD,3.1,south dakota
11841,1995-09-01,TN,5.4,tennessee
11842,1995-09-01,TX,6.2,texas
11843,1995-09-01,UT,3.4,utah
11844,1995-09-01,VT,4.3,vermont
11845,1995-09-01,VA,4.6,virginia
11846,1995-09-01,WA,6.5,washington
11847,1995-09-01,WV,8.0,west virginia
11848,1995-09-01,WI,3.7,wisconsin
11849,1995-09-01,WY,4.8,wyoming
11850,1995-10-01,AL,5.8,alabama
11851,1995-10-01,AK,7.5,alaska
11852,1995-10-01,AZ,5.3,arizona
11853,1995-10-01,AR,4.9,arkansas
11854,1995-10-01,CA,7.9,california
11855,1995-10-01,CO,4.2,colorado
11856,1995-10-01,CT,5.3,connecticut
11857,1995-10-01,DE,4.6,delaware
11858,1995-10-01,FL,5.6,florida
11859,1995-10-01,GA,5.0,georgia
11860,1995-10-01,HI,6.1,hawaii
11861,1995-10-01,ID,5.4,idaho
11862,1995-10-01,IL,5.2,illinois
11863,1995-10-01,IN,4.6,indiana
11864,1995-10-01,IA,3.4,iowa
11865,1995-10-01,KS,4.1,kansas
11866,1995-10-01,KY,5.5,kentucky
11867,1995-10-01,LA,6.7,louisiana
11868,1995-10-01,ME,5.7,maine
11869,1995-10-01,MD,5.1,maryland
11870,1995-10-01,MA,5.1,massachusetts
11871,1995-10-01,MI,5.0,michigan
11872,1995-10-01,MN,3.7,minnesota
11873,1995-10-01,MS,6.3,mississippi
11874,1995-10-01,MO,4.5,missouri
11875,1995-10-01,MT,5.7,montana
11876,1995-10-01,NE,2.7,nebraska
11877,1995-10-01,NV,5.4,nevada
11878,1995-10-01,NH,3.8,new hampshire
11879,1995-10-01,NJ,6.4,new jersey
11880,1995-10-01,NM,6.9,new mexico
11881,1995-10-01,NY,6.4,new york
11882,1995-10-01,NC,4.5,north carolina
11883,1995-10-01,ND,3.1,north dakota
11884,1995-10-01,OH,5.1,ohio
11885,1995-10-01,OK,4.5,oklahoma
11886,1995-10-01,OR,5.0,oregon
11887,1995-10-01,PA,5.9,pennsylvania
11888,1995-10-01,RI,6.0,rhode island
11889,1995-10-01,SC,5.4,south carolina
11890,1995-10-01,SD,3.1,south dakota
11891,1995-10-01,TN,5.3,tennessee
11892,1995-10-01,TX,6.2,texas
11893,1995-10-01,UT,3.4,utah
11894,1995-10-01,VT,4.3,vermont
11895,1995-10-01,VA,4.6,virginia
11896,1995-10-01,WA,6.5,washington
11897,1995-10-01,WV,8.0,west virginia
11898,1995-10-01,WI,3.8,wisconsin
11899,1995-10-01,WY,4.8,wyoming
11900,1995-11-01,AL,5.6,alabama
11901,1995-11-01,AK,7.6,alaska
11902,1995-11-01,AZ,5.3,arizona
11903,1995-11-01,AR,4.9,arkansas
11904,1995-11-01,CA,7.8,california
11905,1995-11-01,CO,4.2,colorado
11906,1995-11-01,CT,5.3,connecticut
11907,1995-11-01,DE,4.7,delaware
11908,1995-11-01,FL,5.5,florida
11909,1995-11-01,GA,4.8,georgia
11910,1995-11-01,HI,6.1,hawaii
11911,1995-11-01,ID,5.4,idaho
11912,1995-11-01,IL,5.3,illinois
11913,1995-11-01,IN,4.6,indiana
11914,1995-11-01,IA,3.4,iowa
11915,1995-11-01,KS,4.1,kansas
11916,1995-11-01,KY,5.5,kentucky
11917,1995-11-01,LA,6.7,louisiana
11918,1995-11-01,ME,5.6,maine
11919,1995-11-01,MD,5.2,maryland
11920,1995-11-01,MA,5.0,massachusetts
11921,1995-11-01,MI,5.0,michigan
11922,1995-11-01,MN,3.7,minnesota
11923,1995-11-01,MS,6.3,mississippi
11924,1995-11-01,MO,4.4,missouri
11925,1995-11-01,MT,5.7,montana
11926,1995-11-01,NE,2.7,nebraska
11927,1995-11-01,NV,5.4,nevada
11928,1995-11-01,NH,3.8,new hampshire
11929,1995-11-01,NJ,6.4,new jersey
11930,1995-11-01,NM,7.0,new mexico
11931,1995-11-01,NY,6.3,new york
11932,1995-11-01,NC,4.5,north carolina
11933,1995-11-01,ND,3.1,north dakota
11934,1995-11-01,OH,5.1,ohio
11935,1995-11-01,OK,4.5,oklahoma
11936,1995-11-01,OR,5.1,oregon
11937,1995-11-01,PA,5.9,pennsylvania
11938,1995-11-01,RI,5.9,rhode island
11939,1995-11-01,SC,5.4,south carolina
11940,1995-11-01,SD,3.1,south dakota
11941,1995-11-01,TN,5.2,tennessee
11942,1995-11-01,TX,6.1,texas
11943,1995-11-01,UT,3.3,utah
11944,1995-11-01,VT,4.3,vermont
11945,1995-11-01,VA,4.6,virginia
11946,1995-11-01,WA,6.5,washington
11947,1995-11-01,WV,8.0,west virginia
11948,1995-11-01,WI,3.8,wisconsin
11949,1995-11-01,WY,4.8,wyoming
11950,1995-12-01,AL,5.5,alabama
11951,1995-12-01,AK,7.7,alaska
11952,1995-12-01,AZ,5.3,arizona
11953,1995-12-01,AR,5.0,arkansas
11954,1995-12-01,CA,7.8,california
11955,1995-12-01,CO,4.2,colorado
11956,1995-12-01,CT,5.3,connecticut
11957,1995-12-01,DE,4.9,delaware
11958,1995-12-01,FL,5.5,florida
11959,1995-12-01,GA,4.7,georgia
11960,1995-12-01,HI,6.2,hawaii
11961,1995-12-01,ID,5.5,idaho
11962,1995-12-01,IL,5.3,illinois
11963,1995-12-01,IN,4.6,indiana
11964,1995-12-01,IA,3.5,iowa
11965,1995-12-01,KS,4.1,kansas
11966,1995-12-01,KY,5.4,kentucky
11967,1995-12-01,LA,6.8,louisiana
11968,1995-12-01,ME,5.6,maine
11969,1995-12-01,MD,5.2,maryland
11970,1995-12-01,MA,4.9,massachusetts
11971,1995-12-01,MI,4.9,michigan
11972,1995-12-01,MN,3.8,minnesota
11973,1995-12-01,MS,6.3,mississippi
11974,1995-12-01,MO,4.4,missouri
11975,1995-12-01,MT,5.7,montana
11976,1995-12-01,NE,2.7,nebraska
11977,1995-12-01,NV,5.3,nevada
11978,1995-12-01,NH,3.7,new hampshire
11979,1995-12-01,NJ,6.4,new jersey
11980,1995-12-01,NM,7.1,new mexico
11981,1995-12-01,NY,6.3,new york
11982,1995-12-01,NC,4.5,north carolina
11983,1995-12-01,ND,3.1,north dakota
11984,1995-12-01,OH,5.1,ohio
11985,1995-12-01,OK,4.4,oklahoma
11986,1995-12-01,OR,5.2,oregon
11987,1995-12-01,PA,5.9,pennsylvania
11988,1995-12-01,RI,5.8,rhode island
11989,1995-12-01,SC,5.5,south carolina
11990,1995-12-01,SD,3.1,south dakota
11991,1995-12-01,TN,5.2,tennessee
11992,1995-12-01,TX,6.1,texas
11993,1995-12-01,UT,3.3,utah
11994,1995-12-01,VT,4.3,vermont
11995,1995-12-01,VA,4.6,virginia
11996,1995-12-01,WA,6.5,washington
11997,1995-12-01,WV,8.0,west virginia
11998,1995-12-01,WI,3.8,wisconsin
11999,1995-12-01,WY,4.8,wyoming
12000,1996-01-01,AL,5.4,alabama
12001,1996-01-01,AK,7.7,alaska
12002,1996-01-01,AZ,5.4,arizona
12003,1996-01-01,AR,5.0,arkansas
12004,1996-01-01,CA,7.7,california
12005,1996-01-01,CO,4.2,colorado
12006,1996-01-01,CT,5.3,connecticut
12007,1996-01-01,DE,5.0,delaware
12008,1996-01-01,FL,5.4,florida
12009,1996-01-01,GA,4.6,georgia
12010,1996-01-01,HI,6.2,hawaii
12011,1996-01-01,ID,5.5,idaho
12012,1996-01-01,IL,5.3,illinois
12013,1996-01-01,IN,4.5,indiana
12014,1996-01-01,IA,3.5,iowa
12015,1996-01-01,KS,4.1,kansas
12016,1996-01-01,KY,5.4,kentucky
12017,1996-01-01,LA,6.8,louisiana
12018,1996-01-01,ME,5.5,maine
12019,1996-01-01,MD,5.2,maryland
12020,1996-01-01,MA,4.9,massachusetts
12021,1996-01-01,MI,4.9,michigan
12022,1996-01-01,MN,3.9,minnesota
12023,1996-01-01,MS,6.3,mississippi
12024,1996-01-01,MO,4.5,missouri
12025,1996-01-01,MT,5.6,montana
12026,1996-01-01,NE,2.8,nebraska
12027,1996-01-01,NV,5.3,nevada
12028,1996-01-01,NH,3.8,new hampshire
12029,1996-01-01,NJ,6.4,new jersey
12030,1996-01-01,NM,7.2,new mexico
12031,1996-01-01,NY,6.3,new york
12032,1996-01-01,NC,4.6,north carolina
12033,1996-01-01,ND,3.1,north dakota
12034,1996-01-01,OH,5.1,ohio
12035,1996-01-01,OK,4.4,oklahoma
12036,1996-01-01,OR,5.4,oregon
12037,1996-01-01,PA,5.9,pennsylvania
12038,1996-01-01,RI,5.8,rhode island
12039,1996-01-01,SC,5.5,south carolina
12040,1996-01-01,SD,3.2,south dakota
12041,1996-01-01,TN,5.1,tennessee
12042,1996-01-01,TX,6.0,texas
12043,1996-01-01,UT,3.4,utah
12044,1996-01-01,VT,4.3,vermont
12045,1996-01-01,VA,4.5,virginia
12046,1996-01-01,WA,6.4,washington
12047,1996-01-01,WV,8.0,west virginia
12048,1996-01-01,WI,3.8,wisconsin
12049,1996-01-01,WY,4.8,wyoming
12050,1996-02-01,AL,5.4,alabama
12051,1996-02-01,AK,7.7,alaska
12052,1996-02-01,AZ,5.5,arizona
12053,1996-02-01,AR,5.1,arkansas
12054,1996-02-01,CA,7.7,california
12055,1996-02-01,CO,4.2,colorado
12056,1996-02-01,CT,5.3,connecticut
12057,1996-02-01,DE,5.0,delaware
12058,1996-02-01,FL,5.3,florida
12059,1996-02-01,GA,4.6,georgia
12060,1996-02-01,HI,6.3,hawaii
12061,1996-02-01,ID,5.5,idaho
12062,1996-02-01,IL,5.3,illinois
12063,1996-02-01,IN,4.5,indiana
12064,1996-02-01,IA,3.5,iowa
12065,1996-02-01,KS,4.2,kansas
12066,1996-02-01,KY,5.4,kentucky
12067,1996-02-01,LA,6.8,louisiana
12068,1996-02-01,ME,5.5,maine
12069,1996-02-01,MD,5.2,maryland
12070,1996-02-01,MA,4.8,massachusetts
12071,1996-02-01,MI,4.9,michigan
12072,1996-02-01,MN,4.0,minnesota
12073,1996-02-01,MS,6.3,mississippi
12074,1996-02-01,MO,4.6,missouri
12075,1996-02-01,MT,5.6,montana
12076,1996-02-01,NE,2.8,nebraska
12077,1996-02-01,NV,5.2,nevada
12078,1996-02-01,NH,3.8,new hampshire
12079,1996-02-01,NJ,6.4,new jersey
12080,1996-02-01,NM,7.2,new mexico
12081,1996-02-01,NY,6.3,new york
12082,1996-02-01,NC,4.6,north carolina
12083,1996-02-01,ND,3.0,north dakota
12084,1996-02-01,OH,5.1,ohio
12085,1996-02-01,OK,4.3,oklahoma
12086,1996-02-01,OR,5.5,oregon
12087,1996-02-01,PA,5.9,pennsylvania
12088,1996-02-01,RI,5.7,rhode island
12089,1996-02-01,SC,5.6,south carolina
12090,1996-02-01,SD,3.2,south dakota
12091,1996-02-01,TN,5.1,tennessee
12092,1996-02-01,TX,6.0,texas
12093,1996-02-01,UT,3.4,utah
12094,1996-02-01,VT,4.3,vermont
12095,1996-02-01,VA,4.5,virginia
12096,1996-02-01,WA,6.4,washington
12097,1996-02-01,WV,7.9,west virginia
12098,1996-02-01,WI,3.8,wisconsin
12099,1996-02-01,WY,4.8,wyoming
12100,1996-03-01,AL,5.4,alabama
12101,1996-03-01,AK,7.7,alaska
12102,1996-03-01,AZ,5.5,arizona
12103,1996-03-01,AR,5.2,arkansas
12104,1996-03-01,CA,7.6,california
12105,1996-03-01,CO,4.3,colorado
12106,1996-03-01,CT,5.4,connecticut
12107,1996-03-01,DE,5.0,delaware
12108,1996-03-01,FL,5.3,florida
12109,1996-03-01,GA,4.6,georgia
12110,1996-03-01,HI,6.3,hawaii
12111,1996-03-01,ID,5.4,idaho
12112,1996-03-01,IL,5.4,illinois
12113,1996-03-01,IN,4.4,indiana
12114,1996-03-01,IA,3.6,iowa
12115,1996-03-01,KS,4.2,kansas
12116,1996-03-01,KY,5.4,kentucky
12117,1996-03-01,LA,6.8,louisiana
12118,1996-03-01,ME,5.4,maine
12119,1996-03-01,MD,5.1,maryland
12120,1996-03-01,MA,4.7,massachusetts
12121,1996-03-01,MI,5.0,michigan
12122,1996-03-01,MN,4.0,minnesota
12123,1996-03-01,MS,6.3,mississippi
12124,1996-03-01,MO,4.7,missouri
12125,1996-03-01,MT,5.5,montana
12126,1996-03-01,NE,2.8,nebraska
12127,1996-03-01,NV,5.2,nevada
12128,1996-03-01,NH,3.8,new hampshire
12129,1996-03-01,NJ,6.4,new jersey
12130,1996-03-01,NM,7.3,new mexico
12131,1996-03-01,NY,6.3,new york
12132,1996-03-01,NC,4.6,north carolina
12133,1996-03-01,ND,3.0,north dakota
12134,1996-03-01,OH,5.0,ohio
12135,1996-03-01,OK,4.2,oklahoma
12136,1996-03-01,OR,5.6,oregon
12137,1996-03-01,PA,5.8,pennsylvania
12138,1996-03-01,RI,5.6,rhode island
12139,1996-03-01,SC,5.7,south carolina
12140,1996-03-01,SD,3.2,south dakota
12141,1996-03-01,TN,5.1,tennessee
12142,1996-03-01,TX,5.9,texas
12143,1996-03-01,UT,3.4,utah
12144,1996-03-01,VT,4.3,vermont
12145,1996-03-01,VA,4.5,virginia
12146,1996-03-01,WA,6.4,washington
12147,1996-03-01,WV,7.8,west virginia
12148,1996-03-01,WI,3.8,wisconsin
12149,1996-03-01,WY,4.9,wyoming
12150,1996-04-01,AL,5.4,alabama
12151,1996-04-01,AK,7.7,alaska
12152,1996-04-01,AZ,5.6,arizona
12153,1996-04-01,AR,5.2,arkansas
12154,1996-04-01,CA,7.5,california
12155,1996-04-01,CO,4.3,colorado
12156,1996-04-01,CT,5.4,connecticut
12157,1996-04-01,DE,5.0,delaware
12158,1996-04-01,FL,5.2,florida
12159,1996-04-01,GA,4.6,georgia
12160,1996-04-01,HI,6.3,hawaii
12161,1996-04-01,ID,5.4,idaho
12162,1996-04-01,IL,5.4,illinois
12163,1996-04-01,IN,4.4,indiana
12164,1996-04-01,IA,3.6,iowa
12165,1996-04-01,KS,4.3,kansas
12166,1996-04-01,KY,5.3,kentucky
12167,1996-04-01,LA,6.7,louisiana
12168,1996-04-01,ME,5.4,maine
12169,1996-04-01,MD,5.1,maryland
12170,1996-04-01,MA,4.6,massachusetts
12171,1996-04-01,MI,5.0,michigan
12172,1996-04-01,MN,4.1,minnesota
12173,1996-04-01,MS,6.2,mississippi
12174,1996-04-01,MO,4.8,missouri
12175,1996-04-01,MT,5.5,montana
12176,1996-04-01,NE,2.8,nebraska
12177,1996-04-01,NV,5.2,nevada
12178,1996-04-01,NH,3.9,new hampshire
12179,1996-04-01,NJ,6.3,new jersey
12180,1996-04-01,NM,7.3,new mexico
12181,1996-04-01,NY,6.4,new york
12182,1996-04-01,NC,4.5,north carolina
12183,1996-04-01,ND,3.0,north dakota
12184,1996-04-01,OH,5.0,ohio
12185,1996-04-01,OK,4.1,oklahoma
12186,1996-04-01,OR,5.6,oregon
12187,1996-04-01,PA,5.7,pennsylvania
12188,1996-04-01,RI,5.6,rhode island
12189,1996-04-01,SC,5.8,south carolina
12190,1996-04-01,SD,3.2,south dakota
12191,1996-04-01,TN,5.1,tennessee
12192,1996-04-01,TX,5.8,texas
12193,1996-04-01,UT,3.4,utah
12194,1996-04-01,VT,4.3,vermont
12195,1996-04-01,VA,4.5,virginia
12196,1996-04-01,WA,6.3,washington
12197,1996-04-01,WV,7.6,west virginia
12198,1996-04-01,WI,3.7,wisconsin
12199,1996-04-01,WY,4.9,wyoming
12200,1996-05-01,AL,5.3,alabama
12201,1996-05-01,AK,7.6,alaska
12202,1996-05-01,AZ,5.6,arizona
12203,1996-05-01,AR,5.3,arkansas
12204,1996-05-01,CA,7.4,california
12205,1996-05-01,CO,4.4,colorado
12206,1996-05-01,CT,5.4,connecticut
12207,1996-05-01,DE,5.0,delaware
12208,1996-05-01,FL,5.2,florida
12209,1996-05-01,GA,4.6,georgia
12210,1996-05-01,HI,6.3,hawaii
12211,1996-05-01,ID,5.3,idaho
12212,1996-05-01,IL,5.4,illinois
12213,1996-05-01,IN,4.3,indiana
12214,1996-05-01,IA,3.6,iowa
12215,1996-05-01,KS,4.3,kansas
12216,1996-05-01,KY,5.3,kentucky
12217,1996-05-01,LA,6.7,louisiana
12218,1996-05-01,ME,5.3,maine
12219,1996-05-01,MD,5.1,maryland
12220,1996-05-01,MA,4.5,massachusetts
12221,1996-05-01,MI,5.0,michigan
12222,1996-05-01,MN,4.1,minnesota
12223,1996-05-01,MS,6.1,mississippi
12224,1996-05-01,MO,4.9,missouri
12225,1996-05-01,MT,5.4,montana
12226,1996-05-01,NE,2.8,nebraska
12227,1996-05-01,NV,5.1,nevada
12228,1996-05-01,NH,3.9,new hampshire
12229,1996-05-01,NJ,6.2,new jersey
12230,1996-05-01,NM,7.3,new mexico
12231,1996-05-01,NY,6.3,new york
12232,1996-05-01,NC,4.4,north carolina
12233,1996-05-01,ND,2.9,north dakota
12234,1996-05-01,OH,5.0,ohio
12235,1996-05-01,OK,4.0,oklahoma
12236,1996-05-01,OR,5.7,oregon
12237,1996-05-01,PA,5.5,pennsylvania
12238,1996-05-01,RI,5.5,rhode island
12239,1996-05-01,SC,5.8,south carolina
12240,1996-05-01,SD,3.2,south dakota
12241,1996-05-01,TN,5.0,tennessee
12242,1996-05-01,TX,5.7,texas
12243,1996-05-01,UT,3.4,utah
12244,1996-05-01,VT,4.3,vermont
12245,1996-05-01,VA,4.4,virginia
12246,1996-05-01,WA,6.3,washington
12247,1996-05-01,WV,7.4,west virginia
12248,1996-05-01,WI,3.7,wisconsin
12249,1996-05-01,WY,4.9,wyoming
12250,1996-06-01,AL,5.2,alabama
12251,1996-06-01,AK,7.6,alaska
12252,1996-06-01,AZ,5.7,arizona
